dateMonth,dateWeekday,dateQuarter,operationType,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
4,3,2,4,2880.68,121524.14,118643.46,0,0,0
4,3,2,1,246449.27,8135969.6,8382418.87,1391574.72,1145125.46,0
4,3,2,5,868355.71,0,0,2371489.49,4009679.27,0
4,3,2,1,580535.39,3388966,3969501.4,2320452.13,1689593.71,0
4,3,2,1,294574.09,575026.15,869600.24,325690.83,31116.74,0
4,3,2,1,80125.81,2099250.84,2179376.65,135171.92,492605.76,0
4,3,2,4,1415.27,1151852.52,1150437.24,0,0,0
4,3,2,4,14302.15,14458,155.85,0,0,0
4,3,2,2,49928.71,0,0,728078.19,985682.22,0
4,3,2,4,898,0,0,0,0,0
4,3,2,2,31801.62,113480.29,81678.68,1477484.25,1509285.86,0
4,3,2,2,251851.6,107208,0,336866.97,234789.47,0
4,3,2,2,131562.37,1147235.3,1015672.93,140603.13,572009.82,0
4,3,2,1,441192.12,673637.32,1114829.43,2464142.92,1941231.42,0
4,3,2,4,6003.01,6751,747.99,0,0,0
4,3,2,4,8237.85,90,0,0,0,0
4,3,2,2,20436.8,6573,0,7392,0,0
4,3,2,4,5157.05,1667.92,0,0,0,0
4,3,2,4,5274.97,381771.9,376496.92,0,0,0
4,3,2,4,709.56,0,0,0,0,0
4,3,2,1,31967.11,15325733.74,15357700.85,1879977.7,1822519.14,0
4,3,2,2,218543.2,42131.21,0,220547.1,589431.07,0
4,3,2,1,397951.4,8812662.37,9210613.78,5550696.63,5213679.16,0
4,3,2,4,7940.54,8069,128.46,0,0,0
4,3,2,4,2898.76,0,0,0,0,0
4,3,2,5,2135212.18,356350,0,20361,2676729.14,0
4,3,2,4,9249.56,31609,22359.44,0,0,0
4,3,2,4,14761.66,90306.06,75544.39,0,0,0
4,3,2,4,11559.81,16379.42,4819.61,0,0,0
4,3,2,4,11324.91,15421.41,4096.49,0,0,0
4,3,2,1,111164.94,293,111457.94,26092.18,38750.25,0
4,3,2,4,32170.1,1314888.97,1282718.87,0,0,0
4,3,2,4,8626.8,49747,41120.2,0,0,0
4,3,2,5,193879.67,922294.03,728414.36,76502.12,0,0
4,3,2,1,153205.11,214192.71,367397.82,241705.24,1597668.67,0
4,3,2,4,25230.56,141147.47,115916.91,0,0,0
4,3,2,2,50676.39,29862,0,1076671.7,1127348.09,0
4,3,2,2,371284.84,31288,0,0,497982.85,0
4,3,2,4,18720.29,5230,0,0,0,0
4,3,2,2,63159.13,0,0,433280.1,274864.83,0
4,3,2,4,4812.85,18930,14117.15,0,0,0
4,3,2,2,120506.58,20660,0,95575.77,423819.9,0
4,3,2,4,9468.78,10448,979.22,0,0,0
4,3,2,4,6327.54,0,0,0,0,0
4,3,2,1,132458.36,1559539.55,1691997.91,407805.76,200998.27,0
4,3,2,2,162517.4,10725,0,291672.68,262823.5,0
4,3,2,2,46551.35,0,0,1986773.49,2033324.84,0
4,3,2,2,64400.04,0,0,1312934.58,1184861.65,0
4,3,2,1,89353.43,3752875.99,3842229.42,188257.52,414084.5,0
4,3,2,2,42526.19,0,0,192254.6,910817.86,0
4,3,2,1,253053.01,102348,355401.01,0,1468012.3,0
4,3,2,4,28071.33,0,0,0,0,0
4,3,2,4,19520.65,173122,153601.35,0,0,0
4,3,2,2,468644.94,30860,0,20910,51947.32,0
4,3,2,2,58895.69,1555279.22,1496383.53,0,330297.2,0
4,3,2,4,9416.95,475936.83,466519.88,0,0,0
4,3,2,4,9073.32,453938.56,444865.23,0,0,0
4,3,2,5,641867.04,11539,0,65591.04,5189726.17,0
4,3,2,2,74467.01,3080,0,0,74467.01,0
4,3,2,3,1027.42,52928,51900.58,51250,9076.2,0
4,3,2,2,92322.59,0,0,4573259.47,4822229.55,0
4,3,2,2,184360.02,0,0,1639903.4,1800557.56,0
4,3,2,2,20520.85,150629,130108.15,660608.41,793330.56,0
4,3,2,2,671373.45,296275.08,0,1681558.58,2245700.64,0
4,3,2,4,6296.17,69840,63543.83,0,0,0
4,3,2,2,24067.78,383003,358935.22,0,24067.78,0
4,3,2,4,7278.85,121969,114690.15,0,0,0
4,3,2,2,169071.26,129034.76,0,1371714.81,1195880.44,0
4,3,2,4,2610.13,8930,6319.87,0,0,0
4,3,2,2,164774.35,195,0,1214286.83,2377369.81,0
4,3,2,5,661035.82,0,0,1269082.35,2998114.76,0
4,3,2,2,164900.35,28385,0,10900,0,0
4,3,2,1,465419.15,1316384.9,1781804.05,5033058.38,4643612.19,0
4,3,2,2,189724.69,51674,0,4964,551751.19,0
4,3,2,4,31679.96,302213.03,270533.07,0,0,0
4,3,2,4,16434.61,51209.9,34775.29,0,0,0
4,3,2,5,1168674.62,0,0,8209371.5,9563426.09,0
4,3,2,1,24377.39,5079,29456.39,0,0,0
4,3,2,2,289900.35,106580,0,0,87584.3,0
4,3,2,4,3169.16,0,0,0,0,0
4,3,2,4,20140.78,0,0,0,0,0
4,3,2,1,165997.91,5526,171523.91,0,47454.2,0
4,3,2,2,239922.7,52749,0,30658,514083.17,0
4,3,2,4,7854.42,12045,4190.58,0,0,0
4,3,2,5,73025.18,0,0,100456.81,250390.57,0
4,3,2,1,72517.38,6080566.9,6153084.29,2856541.66,5396216.48,0
4,3,2,4,3925.26,0,0,0,0,0
4,3,2,4,25304.11,188481.02,163176.91,0,0,0
4,3,2,5,541298.73,0,0,30895827.05,31683567.32,0
4,3,2,2,6663.17,0,0,106384.75,322519.2,0
4,3,2,2,401520.4,76743,0,339665.47,715937.88,0
4,3,2,4,981.32,0,0,0,0,0
4,3,2,2,298055.31,0,0,945334.39,1196120.1,0
4,3,2,2,452842.2,0,0,1515536.55,1968378.75,0
4,3,2,2,371526.4,0,0,2840505.69,3212032.09,0
4,3,2,4,18692.55,61447,42754.45,0,0,0
4,3,2,1,171723.4,152992.53,324715.93,19844,0,0
4,3,2,4,11877.65,15107,3229.35,0,0,0
4,3,2,2,174490.55,0,0,4568520.12,4743010.67,0
4,3,2,4,5162.83,10563,5400.17,0,0,0
4,3,2,2,119292.51,100179,0,0,711123.07,0
4,3,2,2,40647.03,53858,13210.97,2075,42722.03,0
4,3,2,4,49.83,0,0,0,0,0
4,3,2,1,238620.29,4882899.49,5121519.79,1973306.39,1356321.09,0
4,3,2,4,19089.52,0,0,0,0,0
4,3,2,4,6188.09,50349,44160.91,0,0,0
4,3,2,2,5484.14,0,0,2911271.9,2909913.72,0
4,3,2,2,65496.45,0,0,97436.17,236332.56,0
4,3,2,1,51820.92,6069394.35,6121215.27,63753.27,542963.38,0
4,3,2,4,20673.44,1060,0,0,0,0
4,3,2,1,209248.29,2262,211510.29,10411,576636.16,0
4,3,2,4,8390.72,141,0,0,0,0
4,3,2,4,13878.21,49623,35744.79,0,0,0
4,3,2,4,11805.25,29979,18173.75,0,0,0
4,3,2,4,691.55,2055,1363.45,0,0,0
4,3,2,4,5955.07,60,0,0,0,0
4,3,2,5,64571.18,0,0,4399675.73,6546822.54,0
4,3,2,1,23511.41,5874847.56,5898358.96,14387720.37,18270232.53,0
4,3,2,1,108920.72,15189347.97,15298268.7,238071.86,129151.13,0
4,3,2,5,82208.35,186,0,0,82208.35,0
4,3,2,2,218718.74,177707,0,0,2197902.19,0
4,3,2,2,192167.84,199887,7719.16,0,106973.7,0
4,3,2,1,266954.6,27321075.07,27588029.68,402679.3,0,0
4,3,2,2,242322.52,0,0,581355.01,823677.53,0
4,3,2,2,165777.06,263368.87,97591.82,259992.93,425769.98,0
4,3,2,2,421368.99,204500,0,664705.24,1086074.23,0
4,3,2,2,203479.14,0,0,3965345.39,4337272.39,0
4,3,2,4,4894.49,48237,43342.51,0,0,0
4,3,2,2,124726.76,0,0,870710.17,1165471.56,0
4,3,2,4,15417.96,163654,148236.04,0,0,0
4,3,2,2,131257.68,0,0,660816.35,926590.63,0
4,3,2,4,8507.65,0,0,0,0,0
4,3,2,4,3504.01,0,0,0,0,0
4,3,2,2,363783.56,0,0,1084842.32,1448625.88,0
4,3,2,5,584124.34,199009,0,12159,1190896.64,0
4,3,2,4,28762.34,2309836.48,2281074.14,0,0,0
4,3,2,5,266626.29,148424,0,2034742.42,3314327.36,0
4,3,2,1,163564.8,10249722.59,10413287.39,1748228.23,1795986.72,0
4,3,2,4,32739.53,12464,0,0,0,0
4,3,2,4,620.08,721895.93,721275.85,0,0,0
4,3,2,4,12272.21,50145,37872.79,0,0,0
4,3,2,2,147031.22,1113,0,20,2146.77,0
4,3,2,4,14500.37,348795.12,334294.75,0,0,0
4,3,2,2,88859.13,21918,0,16733.04,767333.14,0
4,3,2,2,358313.3,91240,0,0,358313.3,0
4,3,2,1,18436.97,3483186.34,3501623.31,98129,131369.82,0
4,3,2,5,1881357.78,0,0,7956345.71,11326357.48,0
4,3,2,1,71489.91,1437677.64,1509167.55,307273.87,300656.87,0
4,3,2,2,138456.64,0,0,14584789.07,14658353.25,0
4,3,2,4,1239.47,10517,9277.53,0,0,0
4,3,2,4,5927.29,0,0,0,0,0
4,3,2,4,13854.48,0,0,0,0,0
4,3,2,1,128237.54,1988976.78,2117214.32,129681.09,64601.36,0
4,3,2,2,422953.15,0,0,1375490.62,2220757.82,0
4,3,2,4,4118.84,0,0,0,0,0
4,3,2,2,205552.23,0,0,378742.53,1470625.56,0
4,3,2,1,144866,5973268.8,6118134.8,337107.69,192241.69,0
4,3,2,1,52429.68,2421260.74,2473690.41,279027.08,226597.4,0
4,3,2,4,5774.27,0,0,0,0,0
4,3,2,2,360213.58,237016,0,4431930.66,4890881.29,0
4,3,2,4,925.79,63890,62964.21,0,0,0
4,3,2,2,225352.38,36734,0,1245946.3,1593444.15,0
4,3,2,4,5147.47,673,0,0,0,0
4,3,2,2,189660.23,0,0,1233899.1,3049415.25,0
4,3,2,2,403438.83,105272,0,0,582999.21,0
4,3,2,2,176642.79,43698,0,238780.25,2535940.7,0
4,3,2,4,1273.05,0,0,0,0,0
4,3,2,1,198259.74,1234740.06,1432999.8,393026.08,237615.79,0
4,3,2,1,16645.34,15815292.43,15831937.77,2327633.02,2310987.68,0
4,3,2,4,10924.13,0,0,0,0,0
4,3,2,2,23670.88,0,0,2724769.17,4312080.84,0
4,3,2,4,5997.55,10238,4240.45,0,0,0
4,3,2,1,367833.72,211680,579513.72,435884.88,68051.15,0
4,3,2,2,214815.96,0,0,407380,866993.4,0
4,3,2,4,27401.07,564249.49,536848.43,0,0,0
4,3,2,4,17232.22,0,0,0,0,0
4,3,2,4,6222.18,272424,266201.82,0,0,0
4,3,2,4,10001.98,0,0,0,0,0
4,3,2,2,29917.07,384420,354502.93,48250.74,78167.82,0
4,3,2,5,36010.9,5480.82,0,371287.33,407298.23,0
4,3,2,1,318209.62,1791595.57,2109805.18,2107965.39,1155321.27,0
4,3,2,4,348.35,141929.32,141580.97,0,0,0
4,3,2,4,39000.87,70203.52,31202.65,0,0,0
4,3,2,4,5524.18,182,0,0,0,0
4,3,2,1,191862.15,6657292.28,6849154.44,18356590.15,18056399.48,0
4,3,2,2,425752.19,0,0,725361.61,1136139.57,0
4,3,2,4,10099.94,45817,35717.06,0,0,0
4,3,2,2,34141.18,3069,0,0,34141.18,0
4,3,2,4,2624.7,118082,115457.3,0,0,0
4,3,2,5,184986.8,39588,0,52340,97263.78,0
4,3,2,5,231304.85,25224.4,0,1507451.2,1530409.48,0
4,3,2,2,621886.32,0,0,7639616.5,8625979.92,0
4,3,2,2,33035.18,0,0,151078,0,0
4,3,2,2,388202.81,147259,0,495876.27,884079.08,0
4,3,2,1,194974.79,4677026.43,4872001.22,839580.27,644605.48,0
4,3,2,5,1107777.66,5686,0,0,1107777.66,0
4,3,2,4,6387,45147,38760,0,0,0
4,3,2,1,115938.68,5668128.58,5784067.26,1415487.13,1486108.53,0
4,3,2,5,688787.43,49837,0,194637.55,1074271.66,0
4,3,2,4,774.48,20185,19410.52,0,0,0
4,3,2,4,10281.13,0,0,0,0,0
4,3,2,2,289813.8,16498,0,202125.69,801038.89,0
4,3,2,1,126873.28,5826912.11,5953785.39,9861578.52,9367714.52,0
4,3,2,4,5832.65,0,0,0,0,0
4,3,2,4,7041.71,16197.14,9155.42,0,0,0
4,3,2,4,32168.72,559,0,0,0,0
4,3,2,4,4789.66,90595,85805.34,0,0,0
4,3,2,4,17658.97,10687,0,0,0,0
4,3,2,2,226450.91,218036,0,89402,315852.91,0
4,3,2,2,332276.31,0,0,1823275.78,1980818.59,0
4,3,2,2,656838.74,9484.01,0,837443.98,2812088.21,0
4,3,2,2,246977.46,21056,0,2118409.36,4480612.61,0
4,3,2,4,6970.01,0,0,0,0,0
4,3,2,2,6901.47,49718,42816.53,215182.58,222084.05,0
4,3,2,5,1316672.86,20412,0,310009.67,2420628.66,0
4,3,2,2,54186.34,0,0,138898,69369.11,0
4,3,2,4,6086.87,5904,0,0,0,0
4,3,2,1,43990.93,3278484.37,3322475.3,343705.74,299714.81,0
4,3,2,4,11078.62,121495.52,110416.91,0,0,0
4,3,2,2,57196.93,12436,0,159336.54,88097.82,0
4,3,2,4,17693.03,21565,3871.97,0,0,0
4,3,2,5,2753894.03,1530419.54,0,3533493.19,8673579.3,0
4,3,2,2,360669.21,218571,0,0,360669.21,0
4,3,2,1,249526.89,26841,276367.89,0,850108.52,0
4,3,2,2,284451.31,0,0,420790.7,705242.01,0
4,3,2,2,354708.63,0,0,1803363.04,2437044.15,0
4,3,2,3,8807.01,139428,130620.99,64809.18,43691.09,0
4,3,2,4,3159.33,0,0,0,0,0
4,3,2,4,1053.8,2761,1707.2,0,0,0
4,3,2,5,147375.54,0,0,492023.24,1096239.5,0
4,3,2,5,1551148.25,0,0,1849978.06,3457337.6,0
4,3,2,1,73185.51,4668680.56,4741866.07,8875838.69,9411645.37,0
4,3,2,2,121335.23,0,0,3798293.54,3578328.97,0
4,3,2,2,113403.3,0,0,11536752.89,11906171.68,0
4,3,2,4,28805.23,0,0,0,0,0
4,3,2,2,8368.62,0,0,29426,0,0
4,3,2,1,89419.07,6754038.12,6843457.18,5936862.38,5847443.31,0
4,3,2,2,5086.35,32503,27416.65,11248,627434.62,0
4,3,2,1,362422.88,465655,828077.88,12519,0,0
4,3,2,5,448765.97,0,0,17132106.53,18583563.4,0
4,3,2,4,10746.3,199113.8,188367.5,0,0,0
4,3,2,4,8068.5,19934,11865.5,0,0,0
4,3,2,2,318087.68,43614.14,0,7714,383718.82,0
4,4,2,4,19527.87,871165.04,851637.17,0,0,0
4,4,2,2,132159.28,0,0,251892.51,384051.79,0
4,4,2,2,122380.82,12505.98,0,1924870.22,5352935.74,0
4,4,2,2,39955.45,0,0,652205.27,4964.09,0
4,4,2,5,406239.79,0,0,510345.82,885525.37,0
4,4,2,4,16742.97,126316.85,109573.87,0,0,0
4,4,2,1,56851.68,3968521.59,4025373.27,1137505.66,1080653.98,0
4,4,2,5,79173.24,0,0,550762.7,629935.95,0
4,4,2,4,2916.07,10473,7556.93,0,0,0
4,4,2,4,7094.41,813326.51,806232.1,0,0,0
4,4,2,1,47743.4,6760908.11,6808651.51,82990,35246.6,0
4,4,2,2,72428.51,1423,0,112360.48,371.65,0
4,4,2,2,75915.44,1593177.6,1517262.16,117103.5,193018.94,0
4,4,2,1,23210.52,25086,48296.52,1134508.74,4327929.06,0
4,4,2,2,497254.64,389,0,39362.5,1023561.67,0
4,4,2,3,3823.69,0,0,223096,276972.3,0
4,4,2,2,74343.9,1635831.49,1561487.59,61578.57,254084.28,0
4,4,2,1,40387.2,7022175.33,7062562.53,467328.49,1458658.26,0
4,4,2,4,12480.46,0,0,0,0,0
4,4,2,4,18659.63,5943,0,0,0,0
4,4,2,2,8478.57,0,0,185170.29,193648.86,0
4,4,2,4,12672.67,96569,83896.33,0,0,0
4,4,2,2,163729.83,4328,0,165417.94,329147.77,0
4,4,2,1,287964.22,30070,318034.22,1301,2550323.07,0
4,4,2,4,43881.93,40428.08,0,0,0,0
4,4,2,2,10447.93,0,0,22313.61,32761.54,0
4,4,2,2,205397.79,70756,0,30281,121333.04,0
4,4,2,4,18314.69,126749.26,108434.58,0,0,0
4,4,2,2,116542.42,0,0,602841.74,964435.65,0
4,4,2,1,28247.25,6168937.16,6197184.41,204741.13,51574.35,0
4,4,2,2,477134.28,30237,0,8001,138653.25,0
4,4,2,2,151336.43,0,0,163674.73,315011.17,0
4,4,2,4,5825.43,4522,0,0,0,0
4,4,2,1,101951.49,3010388.72,3112340.2,276833.54,18414.01,0
4,4,2,1,215008.99,745298.46,960307.44,3116318.87,3232606.04,0
4,4,2,4,5540.61,34986.6,29445.99,0,0,0
4,4,2,2,543156.83,5325,0,0,578782.83,0
4,4,2,4,15211.91,72276.18,57064.27,0,0,0
4,4,2,1,171580.69,10404487.15,10576067.83,356925.62,291067.8,0
4,4,2,1,77317,8189538.75,8266855.75,617493.64,654641.84,0
4,4,2,4,5810.7,13452.9,7642.2,0,0,0
4,4,2,1,154772.27,21116,175888.27,0,166715.56,0
4,4,2,4,616.18,124587.15,123970.97,0,0,0
4,4,2,5,123877.32,0,0,605131.61,0,0
4,4,2,2,254959.71,0,0,28242,317916.41,0
4,4,2,2,124372.9,0,0,485830.89,577555,0
4,4,2,2,400296.48,224,0,234068.19,862309.99,0
4,4,2,2,38630.7,0,0,184619.94,223250.64,0
4,4,2,4,29504.31,31238,1733.69,0,0,0
4,4,2,2,66219.1,0,0,213656.97,279876.06,0
4,4,2,2,289342.26,0,0,1214095.93,1503438.2,0
4,4,2,2,396869.55,405168.36,8298.81,428063.47,824933.02,0
4,4,2,4,9630.4,509469.4,499839,0,0,0
4,4,2,4,17132.52,182836.27,165703.75,0,0,0
4,4,2,3,3169.84,62916,59746.16,79234.2,82404.04,0
4,4,2,4,17316.53,52746.84,35430.31,0,0,0
4,4,2,2,2043.68,0,0,7088.46,0,0
4,4,2,4,21812.9,10307,0,0,0,0
4,4,2,1,57341.53,222038,279379.53,112351.38,115279.55,0
4,4,2,4,5216.61,0,0,0,0,0
4,4,2,4,25174.58,27050,1875.42,0,0,0
4,4,2,4,347.65,18887.24,18539.59,0,0,0
4,4,2,4,12001.73,0,0,0,0,0
4,4,2,1,551927.62,18629,570556.62,0,0,0
4,4,2,4,7072.23,54072,46999.77,0,0,0
4,4,2,2,406314.82,6041,0,14217,849293.49,0
4,4,2,1,566838.74,11630769.42,12197608.16,6259576.2,5692737.46,0
4,4,2,4,2462.45,257668.62,255206.17,0,0,0
4,4,2,4,7047.25,0,0,0,0,0
4,4,2,2,588356.11,119993.19,0,1416972.32,2686109.73,0
4,4,2,2,444225.73,0,0,1495084.5,2897581.7,0
4,4,2,2,288199.87,29107,0,0,479630.74,0
4,4,2,1,165390.58,11525,176915.58,555780.29,390389.71,0
4,4,2,4,7441.95,0,0,0,0,0
4,4,2,1,46917.91,3074086.29,3121004.19,0,0,0
4,4,2,2,161566.51,0,0,535920.87,1424882.42,0
4,4,2,2,89346.62,0,0,112673.41,202020.02,0
4,4,2,1,7880.94,2545151.58,2553032.52,6266309.22,6385836.94,0
4,4,2,4,3353.84,0,0,0,0,0
4,4,2,2,296741.54,166142.42,0,956817.16,1253558.7,0
4,4,2,2,126920.29,31819,0,168189.66,895486.31,0
4,4,2,2,382917.26,160745.35,0,1494282.72,2812088.21,0
4,4,2,5,1152764.99,0,0,9651239.45,12967375.93,0
4,4,2,4,11158.13,7108,0,0,0,0
4,4,2,1,4925.34,26697923.37,26702848.71,168352.41,163427.07,0
4,4,2,2,385445.75,108892.67,0,4699777.91,4823717.51,0
4,4,2,4,4743.81,28482.13,23738.33,0,0,0
4,4,2,2,118470.43,16100,0,106452.15,55788.51,0
4,4,2,1,138643.99,5691257.37,5829901.35,2332514.46,2193870.47,0
4,4,2,4,13893.48,0,0,0,0,0
4,4,2,4,16978.25,300307,283328.75,0,0,0
4,4,2,2,44891.35,12131,0,0,63625.22,0
4,4,2,2,384266.77,0,0,438309.92,102587.94,0
4,4,2,4,3406.1,89772,86365.9,0,0,0
4,4,2,4,3369.24,21443,18073.76,0,0,0
4,4,2,1,154512.13,5781632.22,5936144.36,186436.77,31924.63,0
4,4,2,2,32368.16,34604,2235.84,0,32368.16,0
4,4,2,1,313642.79,9089438.85,9403081.63,1505592.87,2581338.81,0
4,4,2,4,3367.42,10388,7020.58,0,0,0
4,4,2,4,4504.48,44802.82,40298.34,0,0,0
4,4,2,4,11830.6,342504.79,330674.19,0,0,0
4,4,2,2,276843.42,33715,0,91994.04,86870.71,0
4,4,2,4,11315.25,30753,19437.75,0,0,0
4,4,2,5,712309.12,0,0,721261.78,1433570.9,0
4,4,2,1,56151.12,0,56151.12,128064,71912.88,0
4,4,2,1,154826.11,2153326.02,2308152.13,316493.58,162607.09,0
4,4,2,4,22469.02,941860.12,919391.1,0,0,0
4,4,2,1,347813.99,210582.6,558396.58,782516.7,367731.06,0
4,4,2,1,10325.88,4367783.67,4378109.55,27606.88,17281.01,0
4,4,2,2,198685.76,206,0,14806,330674.19,0
4,4,2,2,123416.02,0,0,276403,145256.84,0
4,4,2,5,1918327.19,4082,0,976,2403632.58,0
4,4,2,1,25271.65,312,25583.65,20631.89,0,0
4,4,2,4,1032.47,19438,18405.53,0,0,0
4,4,2,4,7062.24,319,0,0,0,0
4,4,2,2,57166.54,515395.95,458229.41,783478.67,660636.13,0
4,4,2,1,137312.58,9763323.19,9900635.77,306018.94,381487.88,0
4,4,2,1,50976.13,1322925.36,1373901.49,5570901.18,5519925.05,0
4,4,2,2,7086.79,27328.21,20241.42,163198.3,228519.51,0
4,4,2,4,9901.22,219,0,0,0,0
4,4,2,5,837459.8,0,0,1714815.87,3195253.76,0
4,4,2,2,515825.24,153109,0,0,1150817.01,0
4,4,2,4,1673.25,0,0,0,0,0
4,4,2,4,3069.87,7084,4014.13,0,0,0
4,4,2,1,41710.34,7521819.31,7563529.65,149603.02,0,0
4,4,2,4,9383.98,0,0,0,0,0
4,4,2,1,124729.35,8046.66,132776.02,2519,0,0
4,4,2,4,15784.92,1224747.65,1208962.73,0,0,0
4,4,2,2,37079.19,0,0,5114661.4,5213423.73,0
4,4,2,2,159029.14,5053,0,0,159029.14,0
4,4,2,2,234542.71,0,0,932235.31,1166778.02,0
4,4,2,2,443914.02,44,0,0,841009.73,0
4,4,2,4,2327.77,0,0,0,0,0
4,4,2,2,291910.04,14659,0,2396.42,364514.19,0
4,4,2,4,13839.2,69367,55527.8,0,0,0
4,4,2,4,11369.77,0,0,0,0,0
4,4,2,2,473777.38,10053,0,0,213762.18,0
4,4,2,4,11461.03,14605,3143.97,0,0,0
4,4,2,2,379864.88,0,0,551952.83,380655.71,0
4,4,2,4,20905.81,288025.18,267119.36,0,0,0
4,4,2,4,5240.57,1461248.41,1456007.84,0,0,0
4,4,2,4,15834.64,105913,90078.36,0,0,0
4,4,2,4,6994.78,34761,27766.22,0,0,0
4,4,2,4,3994.08,10206,6211.92,0,0,0
4,4,2,4,18881.71,2034,0,0,0,0
4,4,2,2,316104.07,0,0,1095187.12,1319586.56,0
4,4,2,4,42687.18,19555.04,0,0,0,0
4,4,2,4,18136.43,0,0,0,0,0
4,4,2,4,24575.86,49147.31,24571.45,0,0,0
4,4,2,2,440165.52,25702.78,0,649695,960188.98,0
4,4,2,4,11400.84,408408,397007.16,0,0,0
4,4,2,1,97140.24,1921603.03,2018743.27,755162.44,972668.69,0
4,4,2,4,17014.53,0,0,0,0,0
4,4,2,1,63621.09,672943.75,736564.84,104238.31,40617.22,0
4,4,2,4,26814.44,107713,80898.56,0,0,0
4,4,2,2,497804.75,236332,0,100092,597896.75,0
4,4,2,1,117288.08,1539894.2,1657182.28,3606283.05,3488994.97,0
4,4,2,1,164581.05,31050,195631.05,141580.97,0,0
4,4,2,4,4652.84,0,0,0,0,0
4,4,2,4,5068.36,6192,1123.64,0,0,0
4,4,2,2,134741.17,296879.51,162138.34,712593.34,24361.2,0
4,4,2,1,150424.22,55356,205780.22,0,0,0
4,4,2,4,10303.86,123872,113568.14,0,0,0
4,4,2,1,92970.72,1715718.9,1808689.62,412082.18,331688.21,0
4,4,2,5,1830516.37,26003,0,169279.16,0,0
4,4,2,2,246039.31,0,0,318411.55,302931.44,0
4,4,2,4,6966.68,157657.92,150691.24,0,0,0
4,4,2,2,165749.87,204199,38449.13,0,165749.87,0
4,4,2,4,4475.02,47617.25,43142.23,0,0,0
4,4,2,4,7764.04,807208.69,799444.65,0,0,0
4,4,2,1,16300.4,10233422.18,10249722.59,30287,0,0
4,4,2,2,358.94,73861,73502.06,0,358.94,0
4,4,2,4,16140.14,0,0,0,0,0
4,4,2,5,332861.04,0,0,349978.69,682839.73,0
4,4,2,2,46279.23,0,0,101267.15,0,0
4,4,2,5,740162.43,27102,0,506,1347353.23,0
4,4,2,1,85450.99,6328983.6,6414434.59,101058,15607.01,0
4,4,2,2,17424.71,0,0,49610,60529.65,0
4,4,2,1,116504.62,498125.17,614629.79,5154761.11,5038256.49,0
4,4,2,2,547467.3,37724,0,9998,510363.85,0
4,4,2,1,116822.62,884035.68,1000858.3,1224646.39,2324423.73,0
4,4,2,1,17510.21,98115,115625.21,280233.57,225457.61,0
4,4,2,2,140719.89,61736.29,0,66037,244986.38,0
4,4,2,4,9225.22,64559,55333.78,0,0,0
4,4,2,2,291653.76,0,0,582010.06,1190323.03,0
4,4,2,1,119707.75,188440.71,308148.46,225232.42,0,0
4,4,2,4,7968.2,0,0,0,0,0
4,4,2,1,466114.49,4526372.24,4992486.73,1603705.8,1594736.23,0
4,4,2,1,147674.87,7095021.79,7242696.66,180272,7530281.24,0
4,4,2,2,358106.17,0,0,402153.02,862253.99,0
4,4,2,5,77095.3,4451,0,66966.76,144062.05,0
4,4,2,2,226700.48,842264.02,615563.53,595785.41,496741.2,0
4,4,2,2,448588.82,0,0,480678.15,1210655.82,0
4,4,2,2,414936.73,0,0,743038.31,1438779.59,0
4,4,2,1,402817.52,1239732.77,1642550.29,719041.35,3669753,0
4,4,2,4,668.61,2400394.93,2399726.31,0,0,0
4,4,2,4,1839.15,190299.7,188460.54,0,0,0
4,4,2,2,251664.43,940096.81,688432.38,502867.81,766787.72,0
4,4,2,2,4752.57,134601.1,129848.53,16237,0,0
4,4,2,4,7891.04,0,0,0,0,0
4,4,2,4,5673.76,0,0,0,0,0
4,4,2,4,9879.43,65152.62,55273.19,0,0,0
4,4,2,5,2652783.95,40915,0,322155.39,4651546.01,0
4,4,2,5,345162.39,416538.27,71375.88,955709.69,1300872.07,0
4,4,2,4,22338.26,0,0,0,0,0
4,4,2,5,635124.83,32957,0,665525.41,1144029.43,0
4,4,2,1,240161.97,5225,245386.97,844798.9,129998.25,0
4,4,2,1,308976.85,20352,329328.85,230880.12,0,0
4,4,2,2,63072.8,0,0,170309.52,1257990.04,0
4,4,2,1,159464.74,21588,181052.74,254167,0,0
4,4,2,4,13524.61,0,0,0,0,0
4,4,2,4,15276.68,250034.68,234758,0,0,0
4,4,2,4,12703.5,26568,13864.5,0,0,0
4,4,2,4,17030.2,10964,0,0,0,0
4,4,2,4,11644.48,83817.88,72173.4,0,0,0
4,4,2,2,94770.44,0,0,307889.54,647842.77,0
4,4,2,2,261230.56,305.66,0,9711909.04,9973139.6,0
4,4,2,1,22454.43,3093775.74,3116230.17,766322.01,990306.21,0
4,4,2,4,1731.56,253827.96,252096.4,0,0,0
4,4,2,2,267397.22,333595.4,66198.18,44665.19,312062.42,0
4,4,2,4,9466.62,17259.25,7792.63,0,0,0
4,4,2,4,409.74,767433.2,767023.46,0,0,0
4,4,2,4,9897.95,0,0,0,0,0
4,4,2,2,360840.81,1332906.53,972065.72,0,138358.36,0
4,4,2,4,7057.75,0,0,0,0,0
4,4,2,4,32292.02,951977.38,919685.36,0,0,0
4,4,2,2,212635.4,0,0,187338.36,399973.75,0
